ACCOUNT,ACCOUNT (L0),ACCOUNT (L1),ACCOUNT (L2),ACCOUNT (L3),ACCOUNT (L4),ACCOUNT (L5),ACCOUNT_CRD_INDICATOR,ACCOUNT_PK
Avg Equity Structural Hedge RWA,Risk Weighted Assets Av,Avg CRWA,Avg CRWA - Enhanced F,Avg Equity Structural Hedge RWA,Avg Equity Structural Hedge RWA,Avg Equity Structural Hedge RWA,WRB,;L0Risk Weighted Assets Av;L1Avg CRWA;L2Avg CRWA - Enhanced F;L3Avg Equity Structural Hedge RWA;L4Avg Equity Structural Hedge RWA;L5Avg Equity Structural Hedge RWA;
Avg Liabilities Cont,Non-Group Contingents Liabilities Av,Avg Liabilities Cont,Avg Liabilities Cont,Avg Liabilities Cont,Avg Liabilities Cont,Avg Liabilities Cont,WRB,;L0Non-Group Contingents Liabilities Av;L1Avg Liabilities Cont;L2Avg Liabilities Cont;L3Avg Liabilities Cont;L4Avg Liabilities Cont;L5Avg Liabilities Cont;
Avg Liquidity Pool - InterSegment Value Transfer - Rwa,Risk Weighted Assets Av,Avg CRWA,Avg CRWA - Enhanced F,Avg Liquidity Pool - InterSegment Value Transfer - Rwa,Avg Liquidity Pool - InterSegment Value Transfer - Rwa,Avg Liquidity Pool - InterSegment Value Transfer - Rwa,WRB,;L0Risk Weighted Assets Av;L1Avg CRWA;L2Avg CRWA - Enhanced F;L3Avg Liquidity Pool - InterSegment Value Transfer - Rwa;L4Avg Liquidity Pool - InterSegment Value Transfer - Rwa;L5Avg Liquidity Pool - InterSegment Value Transfer - Rwa;
Avg Liquidity Pool RWA,Risk Weighted Assets Av,Avg CRWA,Avg CRWA - Enhanced F,Avg Liquidity Pool RWA,Avg Liquidity Pool RWA,Avg Liquidity Pool RWA,WRB,;L0Risk Weighted Assets Av;L1Avg CRWA;L2Avg CRWA - Enhanced F;L3Avg Liquidity Pool RWA;L4Avg Liquidity Pool RWA;L5Avg Liquidity Pool RWA;
Avg MRWA,Risk Weighted Assets Av,Avg MRWA,Avg MRWA,Avg MRWA,Avg MRWA,Avg MRWA,WRB,;L0Risk Weighted Assets Av;L1Avg MRWA;L2Avg MRWA;L3Avg MRWA;L4Avg MRWA;L5Avg MRWA;
Avg ORWA,Risk Weighted Assets Av,Avg ORWA,Avg ORWA,Avg ORWA,Avg ORWA,Avg ORWA,WRB,;L0Risk Weighted Assets Av;L1Avg ORWA;L2Avg ORWA;L3Avg ORWA;L4Avg ORWA;L5Avg ORWA;
BS Goodwill,Non-Group Assets,Funded Assets,Goodwill & Intangibles,BS Goodwill,BS Goodwill,BS Goodwill,FPNA,;L0Non-Group Assets;L1Funded Assets;L2Goodwill & Intangibles;L3BS Goodwill;L4BS Goodwill;L5BS Goodwill;
BS Premises,Non-Group Assets,Funded Assets,Non-Grp Assets Other,BS Premises,BS Premises,BS Premises,FPNA,;L0Non-Group Assets;L1Funded Assets;L2Non-Grp Assets Other;L3BS Premises;L4BS Premises;L5BS Premises;
BSC Others,Total Cost,Service Charge,BSC,BSC Others,BSC Others,BSC Others,WRB,;L0Total Cost;L1Service Charge;L2BSC;L3BSC Others;L4BSC Others;L5BSC Others;
BSC Others,Total Cost,Service Charge,BSC Others,BSC Others,BSC Others,BSC Others,FPNA,;L0Total Cost;L1Service Charge;L2BSC Others;L3BSC Others;L4BSC Others;L5BSC Others;
BSC Projects,Total Cost,Service Charge,BSC Projects,BSC Projects,BSC Projects,BSC Projects,FPNA,;L0Total Cost;L1Service Charge;L2BSC Projects;L3BSC Projects;L4BSC Projects;L5BSC Projects;
Bank Deposits,Non-Group Liabilities,PE Liabilities,PE Liabilities,Bank Deposits,Bank Deposits,Bank Deposits,WRB,;L0Non-Group Liabilities;L1PE Liabilities;L2PE Liabilities;L3Bank Deposits;L4Bank Deposits;L5Bank Deposits;
Bank Deposits Interbank,Non-Group Liabilities,Funded Liabilities,Bank Deposits,Bank Deposits Interbank,Bank Deposits Interbank,Bank Deposits Interbank,FPNA,;L0Non-Group Liabilities;L1Funded Liabilities;L2Bank Deposits;L3Bank Deposits Interbank;L4Bank Deposits Interbank;L5Bank Deposits Interbank;
Bank Deposits OCC,Non-Group Liabilities,Funded Liabilities,Bank Deposits,Bank Deposits OCC,Bank Deposits OCC,Bank Deposits OCC,FPNA,;L0Non-Group Liabilities;L1Funded Liabilities;L2Bank Deposits;L3Bank Deposits OCC;L4Bank Deposits OCC;L5Bank Deposits OCC;
Bank Deposits Other,Non-Group Liabilities,Funded Liabilities,Deposits Other,Bank Deposits Other,Bank Deposits Other,Bank Deposits Other,CIB,;L0Non-Group Liabilities;L1Funded Liabilities;L2Deposits Other;L3Bank Deposits Other;L4Bank Deposits Other;L5Bank Deposits Other;
Bank Deposits Repo,Non-Group Liabilities,Funded Liabilities,Bank Deposits,Bank Deposits Repo,Bank Deposits Repo,Bank Deposits Repo,FPNA,;L0Non-Group Liabilities;L1Funded Liabilities;L2Bank Deposits;L3Bank Deposits Repo;L4Bank Deposits Repo;L5Bank Deposits Repo;
Bank Deposits Repo,Non-Group Liabilities,Funded Liabilities,Deposits Repo,Bank Deposits Repo,Bank Deposits Repo,Bank Deposits Repo,CIB,;L0Non-Group Liabilities;L1Funded Liabilities;L2Deposits Repo;L3Bank Deposits Repo;L4Bank Deposits Repo;L5Bank Deposits Repo;
Banking Platform Recharges In,Total Cost,Incurred Cost,T&O Recharges,Ops Recharges,Ops Client Coverage,Banking Platform Recharges In,CIB,;L0Total Cost;L1Incurred Cost;L2T&O Recharges;L3Ops Recharges;L4Ops Client Coverage;L5Banking Platform Recharges In;
Benefits - Car,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Car,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Car;
Benefits - Car,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Car,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Car;
Benefits - Catering & Vending,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Catering & Vending,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Catering & Vending;
Benefits - Entertainment & Gifts,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Entertainment & Gifts,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Entertainment & Gifts;
Benefits - Entertainment & Gifts,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Entertainment & Gifts,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Entertainment & Gifts;
Benefits - Insurance,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Insurance,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Insurance;
Benefits - Insurance,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Insurance,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Insurance;
Benefits - Medical,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Medical,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Medical;
Benefits - Medical,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Medical,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Medical;
Benefits - Other,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Other,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Other;
Benefits - Other,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Other,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Other;
Benefits - Residential,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Residential,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Residential;
Benefits - Residential,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Residential,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Residential;
Benefits - Welfare,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Benefits - Welfare,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Benefits - Welfare;
Benefits - Welfare,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Benefits,Benefits - Welfare,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Benefits;L5Benefits - Welfare;
Biz COI Grp Approved One-Offs,Total Cost,Service Charge,COI,COI,Biz COI Grp Approved One-Offs,Biz COI Grp Approved One-Offs,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4Biz COI Grp Approved One-Offs;L5Biz COI Grp Approved One-Offs;
Biz COI Grp Approved Others,Total Cost,Service Charge,COI,COI,Biz COI Grp Approved Others,Biz COI Grp Approved Others,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4Biz COI Grp Approved Others;L5Biz COI Grp Approved Others;
Biz COI Grp Approved Projects,Total Cost,Service Charge,COI,COI,Biz COI Grp Approved Projects,Biz COI Grp Approved Projects,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4Biz COI Grp Approved Projects;L5Biz COI Grp Approved Projects;
Biz COI Grp Banking Service Division,Total Cost,Service Charge,COI,COI,Biz COI Grp Banking Service Division,Biz COI Grp Banking Service Division,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4Biz COI Grp Banking Service Division;L5Biz COI Grp Banking Service Division;
Bonus CurrYr Front Office,Total Cost,Incurred Cost,Staff Bonus,Staff Bonus,Staff Bonus,Bonus CurrYr Front Office,CIB,;L0Total Cost;L1Incurred Cost;L2Staff Bonus;L3Staff Bonus;L4Staff Bonus;L5Bonus CurrYr Front Office;
Bonus CurrYr PF CIP,Total Cost,Directly Controllable Costs,Total Staff Bonus,Staff Bonus,Bonus,Bonus CurrYr PF CIP,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Total Staff Bonus;L3Staff Bonus;L4Bonus;L5Bonus CurrYr PF CIP;
Bonus CurrYr PF CIP,Total Cost,Incurred Cost,Staff Bonus,Staff Bonus,Staff Bonus,Bonus CurrYr PF CIP,CIB,;L0Total Cost;L1Incurred Cost;L2Staff Bonus;L3Staff Bonus;L4Staff Bonus;L5Bonus CurrYr PF CIP;
Bonus Current Year Non Front Office,Total Cost,Incurred Cost,Direct Manageable Costs,Bonus,Bonus Current Year Non Front Office,Bonus Current Year Non Front Office,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Bonus;L4Bonus Current Year Non Front Office;L5Bonus Current Year Non Front Office;
Bonus Defer Equity,Total Cost,Directly Controllable Costs,Total Staff Bonus,Staff Bonus,Bonus,Bonus Defer Equity,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Total Staff Bonus;L3Staff Bonus;L4Bonus;L5Bonus Defer Equity;
Bonus Deferred Comp - Cash,Total Cost,Directly Controllable Costs,Total Staff Bonus,Staff Bonus,Bonus,Bonus Deferred Comp - Cash,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Total Staff Bonus;L3Staff Bonus;L4Bonus;L5Bonus Deferred Comp - Cash;
Bonus Deferred Comp - Cash,Total Cost,Incurred Cost,Staff Bonus,Staff Bonus,Staff Bonus,Bonus Deferred Comp - Cash,CIB,;L0Total Cost;L1Incurred Cost;L2Staff Bonus;L3Staff Bonus;L4Staff Bonus;L5Bonus Deferred Comp - Cash;
Bonus Deferred Comp - Equity,Total Cost,Incurred Cost,Staff Bonus,Staff Bonus,Staff Bonus,Bonus Deferred Comp - Equity,CIB,;L0Total Cost;L1Incurred Cost;L2Staff Bonus;L3Staff Bonus;L4Staff Bonus;L5Bonus Deferred Comp - Equity;
Bonus Deferred Compensation Cash,Total Cost,Incurred Cost,Direct Manageable Costs,Bonus,Bonus Deferred Compensation Cash,Bonus Deferred Compensation Cash,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Bonus;L4Bonus Deferred Compensation Cash;L5Bonus Deferred Compensation Cash;
Bonus Deferred Compensation Equity,Total Cost,Incurred Cost,Direct Manageable Costs,Bonus,Bonus Deferred Compensation Equity,Bonus Deferred Compensation Equity,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Bonus;L4Bonus Deferred Compensation Equity;L5Bonus Deferred Compensation Equity;
Bonus Front office and Non-Front office,Total Cost,Directly Controllable Costs,Total Staff Bonus,Staff Bonus,Bonus,Bonus Front office and Non-Front office,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Total Staff Bonus;L3Staff Bonus;L4Bonus;L5Bonus Front office and Non-Front office;
Bonus Other,Total Cost,Incurred Cost,Direct Manageable Costs,Bonus,Bonus Other,Bonus Other,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Bonus;L4Bonus Other;L5Bonus Other;
Bonus Other,Total Cost,Incurred Cost,Staff Bonus,Staff Bonus,Staff Bonus,Bonus Other,CIB,;L0Total Cost;L1Incurred Cost;L2Staff Bonus;L3Staff Bonus;L4Staff Bonus;L5Bonus Other;
Bonus Others,Total Cost,Directly Controllable Costs,Total Staff Bonus,Staff Bonus,Bonus,Bonus Others,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Total Staff Bonus;L3Staff Bonus;L4Bonus;L5Bonus Others;
Bonus PYr Over/Under,Total Cost,Incurred Cost,Staff Bonus,Staff Bonus,Staff Bonus,Bonus PYr Over/Under,CIB,;L0Total Cost;L1Incurred Cost;L2Staff Bonus;L3Staff Bonus;L4Staff Bonus;L5Bonus PYr Over/Under;
Bonus PYr Over/Under and Other,Total Cost,Directly Controllable Costs,Total Staff Bonus,Staff Bonus,Bonus,Bonus PYr Over/Under and Other,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Total Staff Bonus;L3Staff Bonus;L4Bonus;L5Bonus PYr Over/Under and Other;
Bonus Prior Year Over / Under,Total Cost,Incurred Cost,Direct Manageable Costs,Bonus,Bonus Prior Year Over / Under,Bonus Prior Year Over / Under,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Bonus;L4Bonus Prior Year Over / Under;L5Bonus Prior Year Over / Under;
Branch Reserves,Capital,Branch Reserves,Branch Reserves,Branch Reserves,Branch Reserves,Branch Reserves,FPNA,;L0Capital;L1Branch Reserves;L2Branch Reserves;L3Branch Reserves;L4Branch Reserves;L5Branch Reserves;
Brokerage,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Brokerage,Brokerage,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Brokerage;L5Brokerage;
Business Support,Total Cost,Service Charge,Business Support,Business Support,Business Support,Business Support,CIB,;L0Total Cost;L1Service Charge;L2Business Support;L3Business Support;L4Business Support;L5Business Support;
CABM,Total Cost,Service Charge,Strategy and Talent,Strategy and Talent ex CRES,CABM,CABM,FPNA,;L0Total Cost;L1Service Charge;L2Strategy and Talent;L3Strategy and Talent ex CRES;L4CABM;L5CABM;
CABM,Total Cost,Service Charge,Support Functions,CABM,CABM,CABM,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3CABM;L4CABM;L5CABM;
CASA %,CASA %,CASA %,CASA %,CASA %,CASA %,CASA %,FPNA,;L0CASA %;L1CASA %;L2CASA %;L3CASA %;L4CASA %;L5CASA %;
CASA %,CASA %,CASA %,CASA %,CASA %,CASA %,CASA %,WRB,;L0CASA %;L1CASA %;L2CASA %;L3CASA %;L4CASA %;L5CASA %;
CCC,Total Cost,Service Charge,Support Functions,CCC,CCC,CCC,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3CCC;L4CCC;L5CCC;
CCC Allocated,Total Cost,Service Charge,CCC Allocated,CCC Allocated,CCC Allocated,CCC Allocated,CIB,;L0Total Cost;L1Service Charge;L2CCC Allocated;L3CCC Allocated;L4CCC Allocated;L5CCC Allocated;
CDO Management,Total Cost,Service Charge,T&O BAU,T&O Management,CDO Management,CDO Management,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3T&O Management;L4CDO Management;L5CDO Management;
CEO & Others,Total Cost,Service Charge,CEO & Others,CEO & Others,CEO & Others,CEO & Others,CIB,;L0Total Cost;L1Service Charge;L2CEO & Others;L3CEO & Others;L4CEO & Others;L5CEO & Others;
CEO & Others,Total Cost,Service Charge,CEO & Others,CEO & Others,CEO & Others,CEO & Others,FPNA,;L0Total Cost;L1Service Charge;L2CEO & Others;L3CEO & Others;L4CEO & Others;L5CEO & Others;
CEO & Others,Total Cost,Service Charge,Support Functions,CEO & Others,CEO & Others,CEO & Others,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3CEO & Others;L4CEO & Others;L5CEO & Others;
CFCR,Total Cost,Service Charge,Functions,"Risk, CFCR & Legal",CFCR,CFCR,FPNA,";L0Total Cost;L1Service Charge;L2Functions;L3Risk, CFCR & Legal;L4CFCR;L5CFCR;"
CFO Services,Total Cost,Service Charge,CFO Services,CFO Services,CFO Services,CFO Services,CIB,;L0Total Cost;L1Service Charge;L2CFO Services;L3CFO Services;L4CFO Services;L5CFO Services;
CIB Ops,Total Cost,Service Charge,T&O BAU,Operations,CIB Ops,CIB Ops,FPNA,;L0Total Cost;L1Service Charge;L2T&O BAU;L3Operations;L4CIB Ops;L5CIB Ops;
CIB Ops,Total Cost,Service Charge,T&O Projects,Ops Projects,CIB Ops,CIB Ops,FPNA,;L0Total Cost;L1Service Charge;L2T&O Projects;L3Ops Projects;L4CIB Ops;L5CIB Ops;
CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,CIB,;L0CIR %;L1CIR %;L2CIR %;L3CIR %;L4CIR %;L5CIR %;
CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,FPNA,;L0CIR %;L1CIR %;L2CIR %;L3CIR %;L4CIR %;L5CIR %;
CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,MOH,;L0CIR %;L1CIR %;L2CIR %;L3CIR %;L4CIR %;L5CIR %;
CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,CIR %,WRB,;L0CIR %;L1CIR %;L2CIR %;L3CIR %;L4CIR %;L5CIR %;
CLO Fees,NIM Adjustments,Net Interest Income,Interest Payable,Gross Interest Expense,CLO Fees,CLO Fees,FPNA,;L0NIM Adjustments;L1Net Interest Income;L2Interest Payable;L3Gross Interest Expense;L4CLO Fees;L5CLO Fees;
COFF,Income,Net Interest Income,Interest Payable,Gross Interest Expense,COFF,COFF,FPNA,;L0Income;L1Net Interest Income;L2Interest Payable;L3Gross Interest Expense;L4COFF;L5COFF;
COI,Total Cost,Service Charge,COI,COI,COI,COI,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4COI;L5COI;
COI ALM Investment Mgr,Total Cost,Service Charge,COI,COI,COI ALM Investment Mgr,COI ALM Investment Mgr,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4COI ALM Investment Mgr;L5COI ALM Investment Mgr;
COI ALM Liquidity Mgr,Total Cost,Service Charge,COI,COI,COI ALM Liquidity Mgr,COI ALM Liquidity Mgr,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4COI ALM Liquidity Mgr;L5COI ALM Liquidity Mgr;
COI Corporate Items - Shared,Total Cost,Service Charge,COI,COI,COI Corporate Items - Shared,COI Corporate Items - Shared,FPNA,;L0Total Cost;L1Service Charge;L2COI;L3COI;L4COI Corporate Items - Shared;L5COI Corporate Items - Shared;
COST OF LIQUIDITY - CHARGE,Income,Net Interest Income,Interest Payable,Funding Cost Charge / Credit,Funding Cost Charge / Credit,COST OF LIQUIDITY - CHARGE,FPNA,;L0Income;L1Net Interest Income;L2Interest Payable;L3Funding Cost Charge / Credit;L4Funding Cost Charge / Credit;L5COST OF LIQUIDITY - CHARGE;
COST OF LIQUIDITY - CREDIT,Income,Net Interest Income,Interest Payable,Funding Cost Charge / Credit,Funding Cost Charge / Credit,COST OF LIQUIDITY - CREDIT,FPNA,;L0Income;L1Net Interest Income;L2Interest Payable;L3Funding Cost Charge / Credit;L4Funding Cost Charge / Credit;L5COST OF LIQUIDITY - CREDIT;
CPM Balance Sheet Management,Total Cost,Service Charge,CPM ,BSM,BSM,CPM Balance Sheet Management,WRB,;L0Total Cost;L1Service Charge;L2CPM ;L3BSM;L4BSM;L5CPM Balance Sheet Management;
CPM WRB Modelling,Total Cost,Service Charge,CPM ,Modelling,Modelling,CPM WRB Modelling,WRB,;L0Total Cost;L1Service Charge;L2CPM ;L3Modelling;L4Modelling;L5CPM WRB Modelling;
CRES,Total Cost,Service Charge,Strategy and Talent,CRES,CRES,CRES,FPNA,;L0Total Cost;L1Service Charge;L2Strategy and Talent;L3CRES;L4CRES;L5CRES;
CRES Excl Management,Total Cost,Service Charge,Support Functions,CRES Excl Management,CRES Excl Management,CRES Excl Management,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3CRES Excl Management;L4CRES Excl Management;L5CRES Excl Management;
CRES Management,Total Cost,Service Charge,Strategy and Talent,Strategy and Talent ex CRES,CRES Management,CRES Management,FPNA,;L0Total Cost;L1Service Charge;L2Strategy and Talent;L3Strategy and Talent ex CRES;L4CRES Management;L5CRES Management;
CRES Management,Total Cost,Service Charge,Support Functions,CRES Management,CRES Management,CRES Management,WRB,;L0Total Cost;L1Service Charge;L2Support Functions;L3CRES Management;L4CRES Management;L5CRES Management;
CRWA Efficiency,CRWA Efficiency,CRWA Efficiency,CRWA Efficiency,CRWA Efficiency,CRWA Efficiency,CRWA Efficiency,CIB,;L0CRWA Efficiency;L1CRWA Efficiency;L2CRWA Efficiency;L3CRWA Efficiency;L4CRWA Efficiency;L5CRWA Efficiency;
