PRODUCT (L0),PRODUCT (L1),PRODUCT (L2),PRODUCT (L3),PRODUCT (L4),PRODUCT_CRD_INDICATOR,PRODUCT_PK
Banking,Banking Others,Banking Input,Banking Input,Banking Input,FPNA,;L0Banking;L1Banking Others;L2Banking Input;L3Banking Input;L4Banking Input;
Principal Finance,Principal Finance,Infrastructure,Infrastructure,Infrastructure,FPNA,;L0Principal Finance;L1Principal Finance;L2Infrastructure;L3Infrastructure;L4Infrastructure;
Principal Finance,Principal Finance,Mezzanine Solutions,Mezzanine Solutions,Mezzanine Solutions,FPNA,;L0Principal Finance;L1Principal Finance;L2Mezzanine Solutions;L3Mezzanine Solutions;L4Mezzanine Solutions;
Principal Finance,Principal Finance,PF MTM v Accrual,PF MTM v Accrual,PF MTM v Accrual,FPNA,;L0Principal Finance;L1Principal Finance;L2PF MTM v Accrual;L3PF MTM v Accrual;L4PF MTM v Accrual;
Principal Finance,Principal Finance,Principal Finance - Inp,Principal Finance - Inp,Principal Finance - Inp,FPNA,;L0Principal Finance;L1Principal Finance;L2Principal Finance - Inp;L3Principal Finance - Inp;L4Principal Finance - Inp;
Principal Finance,Principal Finance,Private Equity,Private Equity,Private Equity,FPNA,;L0Principal Finance;L1Principal Finance;L2Private Equity;L3Private Equity;L4Private Equity;
Principal Finance,Principal Finance,Real Estate,Real Estate,Real Estate,FPNA,;L0Principal Finance;L1Principal Finance;L2Real Estate;L3Real Estate;L4Real Estate;
Total WRB Products,Banking,Banking,Banking,Banking,WRB,;L0Total WRB Products;L1Banking;L2Banking;L3Banking;L4Banking;
Total WRB Products,CCPL & Other Unsecured lending,Credit Cards,Credit Cards,Credit Cards,WRB,;L0Total WRB Products;L1CCPL & Other Unsecured lending;L2Credit Cards;L3Credit Cards;L4Credit Cards;
Total WRB Products,CCPL & Other Unsecured lending,Personal Loans,Installment Loans,Installment Loans,WRB,;L0Total WRB Products;L1CCPL & Other Unsecured lending;L2Personal Loans;L3Installment Loans;L4Installment Loans;
Total WRB Products,CCPL & Other Unsecured lending,Personal Loans,PL Others,PL Others,WRB,;L0Total WRB Products;L1CCPL & Other Unsecured lending;L2Personal Loans;L3PL Others;L4PL Others;
Total WRB Products,CCPL & Other Unsecured lending,Personal Loans,Revolving Credit,Revolving Credit,WRB,;L0Total WRB Products;L1CCPL & Other Unsecured lending;L2Personal Loans;L3Revolving Credit;L4Revolving Credit;
Total WRB Products,Deposits,CASA,CASA Others,CASA Others,WRB,;L0Total WRB Products;L1Deposits;L2CASA;L3CASA Others;L4CASA Others;
Total WRB Products,Deposits,CASA,CASA Structural Hedge,CASA Structural Hedge,WRB,;L0Total WRB Products;L1Deposits;L2CASA;L3CASA Structural Hedge;L4CASA Structural Hedge;
Total WRB Products,Deposits,CASA,Current Accounts,Current Accounts,WRB,;L0Total WRB Products;L1Deposits;L2CASA;L3Current Accounts;L4Current Accounts;
Total WRB Products,Deposits,CASA,Savings Accounts,Savings Accounts,WRB,;L0Total WRB Products;L1Deposits;L2CASA;L3Savings Accounts;L4Savings Accounts;
Total WRB Products,Deposits,Deposits Others,Deposits Others,Deposits Others,WRB,;L0Total WRB Products;L1Deposits;L2Deposits Others;L3Deposits Others;L4Deposits Others;
Total WRB Products,Deposits,Deposits Others,Other AMS,Other AMS,WRB,;L0Total WRB Products;L1Deposits;L2Deposits Others;L3Other AMS;L4Other AMS;
Total WRB Products,Deposits,SME Cash,SME CMP CASA,SME CMP CASA,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME CMP CASA;L4SME CMP CASA;
Total WRB Products,Deposits,SME Cash,SME CMP Enhanced CASA,SME CMP Enhanced CASA,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME CMP Enhanced CASA;L4SME CMP Enhanced CASA;
Total WRB Products,Deposits,SME Cash,SME CMP Saadiq CASA,SME CMP Saadiq CASA,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME CMP Saadiq CASA;L4SME CMP Saadiq CASA;
Total WRB Products,Deposits,SME Cash,SME Cash Others,SME Cash Others,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Cash Others;L4SME Cash Others;
Total WRB Products,Deposits,SME Cash,SME Clearing,SME Clearing,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Clearing;L4SME Clearing;
Total WRB Products,Deposits,SME Cash,SME Collections,SME Collections,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Collections;L4SME Collections;
Total WRB Products,Deposits,SME Cash,SME Controlled Deposits,SME Controlled Deposits,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Controlled Deposits;L4SME Controlled Deposits;
Total WRB Products,Deposits,SME Cash,SME Corporate Time Deposits,SME Corporate Time Deposits,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Corporate Time Deposits;L4SME Corporate Time Deposits;
Total WRB Products,Deposits,SME Cash,SME Escrow & Account Bank,SME Escrow & Account Bank,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Escrow & Account Bank;L4SME Escrow & Account Bank;
Total WRB Products,Deposits,SME Cash,SME Liquidity Mgt,SME Liquidity Mgt,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Liquidity Mgt;L4SME Liquidity Mgt;
Total WRB Products,Deposits,SME Cash,SME Other AMS (TB),SME Other AMS (TB),WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Other AMS (TB);L4SME Other AMS (TB);
Total WRB Products,Deposits,SME Cash,SME Payments,SME Payments,WRB,;L0Total WRB Products;L1Deposits;L2SME Cash;L3SME Payments;L4SME Payments;
Total WRB Products,Deposits,Time Deposits,Time Deposits,Time Deposits,WRB,;L0Total WRB Products;L1Deposits;L2Time Deposits;L3Time Deposits;L4Time Deposits;
Total WRB Products,Markets,Markets,Markets,Markets,WRB,;L0Total WRB Products;L1Markets;L2Markets;L3Markets;L4Markets;
Total WRB Products,Mortgages,Auto,Auto,Auto,WRB,;L0Total WRB Products;L1Mortgages;L2Auto;L3Auto;L4Auto;
Total WRB Products,Mortgages,Mortgages,Comm Mortgages BB ME,Comm Mortgages BB ME,WRB,;L0Total WRB Products;L1Mortgages;L2Mortgages;L3Comm Mortgages BB ME;L4Comm Mortgages BB ME;
Total WRB Products,Mortgages,Mortgages,ML Others,ML Others,WRB,;L0Total WRB Products;L1Mortgages;L2Mortgages;L3ML Others;L4ML Others;
Total WRB Products,Mortgages,Mortgages,Mortgage Loans (exc MOA),Mortgage Loans (exc MOA),WRB,;L0Total WRB Products;L1Mortgages;L2Mortgages;L3Mortgage Loans (exc MOA);L4Mortgage Loans (exc MOA);
Total WRB Products,Mortgages,Mortgages,Mortgage One Loans,Mortgage One Loans,WRB,;L0Total WRB Products;L1Mortgages;L2Mortgages;L3Mortgage One Loans;L4Mortgage One Loans;
Total WRB Products,Mortgages,Mortgages,SMI One Loans,SMI One Loans,WRB,;L0Total WRB Products;L1Mortgages;L2Mortgages;L3SMI One Loans;L4SMI One Loans;
Total WRB Products,NA,NA,NA,NA,WRB,;L0Total WRB Products;L1NA;L2NA;L3NA;L4NA;
Total WRB Products,Other Products,Other Products,Other Products,Other Products,WRB,;L0Total WRB Products;L1Other Products;L2Other Products;L3Other Products;L4Other Products;
Total WRB Products,Other Products,Other Products,Other Products Input,Other Products Input,WRB,;L0Total WRB Products;L1Other Products;L2Other Products;L3Other Products Input;L4Other Products Input;
Total WRB Products,Other Products,Other Products,Other Products Non CCIB,Other Products Non CCIB,WRB,;L0Total WRB Products;L1Other Products;L2Other Products;L3Other Products Non CCIB;L4Other Products Non CCIB;
Total WRB Products,Other Products,Other Products,Products Unsegmented,Products Unsegmented,WRB,;L0Total WRB Products;L1Other Products;L2Other Products;L3Products Unsegmented;L4Products Unsegmented;
Total WRB Products,Other Products,Other Products,Retail Products Input,Retail Products Input,WRB,;L0Total WRB Products;L1Other Products;L2Other Products;L3Retail Products Input;L4Retail Products Input;
Total WRB Products,Other Products,Other Products,Total Treasury,Total Treasury,WRB,;L0Total WRB Products;L1Other Products;L2Other Products;L3Total Treasury;L4Total Treasury;
Total WRB Products,Principal Finance,Principal Finance,Principal Finance,Principal Finance,WRB,;L0Total WRB Products;L1Principal Finance;L2Principal Finance;L3Principal Finance;L4Principal Finance;
Total WRB Products,SME Lending,ME Lending,CRE Term Loan ME,CRE Term Loan ME,WRB,;L0Total WRB Products;L1SME Lending;L2ME Lending;L3CRE Term Loan ME;L4CRE Term Loan ME;
Total WRB Products,SME Lending,ME Lending,Corporate Revolving Term Loan ME,Corporate Revolving Term Loan ME,WRB,;L0Total WRB Products;L1SME Lending;L2ME Lending;L3Corporate Revolving Term Loan ME;L4Corporate Revolving Term Loan ME;
Total WRB Products,SME Lending,ME Lending,Corporate Short Term Loan ME,Corporate Short Term Loan ME,WRB,;L0Total WRB Products;L1SME Lending;L2ME Lending;L3Corporate Short Term Loan ME;L4Corporate Short Term Loan ME;
Total WRB Products,SME Lending,ME Lending,Corporate Term Loan ME,Corporate Term Loan ME,WRB,;L0Total WRB Products;L1SME Lending;L2ME Lending;L3Corporate Term Loan ME;L4Corporate Term Loan ME;
Total WRB Products,SME Lending,ME Lending,ME Lending Others,ME Lending Others,WRB,;L0Total WRB Products;L1SME Lending;L2ME Lending;L3ME Lending Others;L4ME Lending Others;
Total WRB Products,SME Lending,ME Lending,Overdrafts ME,Overdrafts ME,WRB,;L0Total WRB Products;L1SME Lending;L2ME Lending;L3Overdrafts ME;L4Overdrafts ME;
Total WRB Products,SME Lending,SME Lending,BWC Lending,BWC Lending,WRB,;L0Total WRB Products;L1SME Lending;L2SME Lending;L3BWC Lending;L4BWC Lending;
Total WRB Products,SME Lending,SME Lending,Business Equipment Financing,Business Equipment Financing,WRB,;L0Total WRB Products;L1SME Lending;L2SME Lending;L3Business Equipment Financing;L4Business Equipment Financing;
Total WRB Products,SME Lending,SME Lending,Guaranteed Instalment Loans,Guaranteed Instalment Loans,WRB,;L0Total WRB Products;L1SME Lending;L2SME Lending;L3Guaranteed Instalment Loans;L4Guaranteed Instalment Loans;
Total WRB Products,SME Lending,SME Lending,LAP,LAP,WRB,;L0Total WRB Products;L1SME Lending;L2SME Lending;L3LAP;L4LAP;
Total WRB Products,SME Lending,SME Lending,SME Lending Others,SME Lending Others,WRB,;L0Total WRB Products;L1SME Lending;L2SME Lending;L3SME Lending Others;L4SME Lending Others;
Total WRB Products,Transaction Services,Money Market,Money Market,Money Market,WRB,;L0Total WRB Products;L1Transaction Services;L2Money Market;L3Money Market;L4Money Market;
Total WRB Products,Transaction Services,Trade Products,Exports,Exports,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Exports;L4Exports;
Total WRB Products,Transaction Services,Trade Products,FI- Trade linked Loan,FI- Trade linked Loan,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3FI- Trade linked Loan;L4FI- Trade linked Loan;
Total WRB Products,Transaction Services,Trade Products,Guarantees,Guarantees,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Guarantees;L4Guarantees;
Total WRB Products,Transaction Services,Trade Products,Imports,Imports,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Imports;L4Imports;
Total WRB Products,Transaction Services,Trade Products,Prime Services Intermediation,Prime Services Intermediation,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Prime Services Intermediation;L4Prime Services Intermediation;
Total WRB Products,Transaction Services,Trade Products,Receivables Financing,Receivables Financing,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Receivables Financing;L4Receivables Financing;
Total WRB Products,Transaction Services,Trade Products,SS Fiduciary & Fund Services,SS Fiduciary & Fund Services,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3SS Fiduciary & Fund Services;L4SS Fiduciary & Fund Services;
Total WRB Products,Transaction Services,Trade Products,TS Others,TS Others,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3TS Others;L4TS Others;
Total WRB Products,Transaction Services,Trade Products,Trade Lending,Trade Lending,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Trade Lending;L4Trade Lending;
Total WRB Products,Transaction Services,Trade Products,Trade Other,Trade Other,WRB,;L0Total WRB Products;L1Transaction Services;L2Trade Products;L3Trade Other;L4Trade Other;
Total WRB Products,Wealth Solutions,Bancassurance,Bancassurance,Bancassurance,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Bancassurance;L3Bancassurance;L4Bancassurance;
Total WRB Products,Wealth Solutions,CMPS,CMPS Others,CMPS Others,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3CMPS Others;L4CMPS Others;
Total WRB Products,Wealth Solutions,CMPS,Cash Equities,Cash Equities,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3Cash Equities;L4Cash Equities;
Total WRB Products,Wealth Solutions,CMPS,Fixed Income,Fixed Income,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3Fixed Income;L4Fixed Income;
Total WRB Products,Wealth Solutions,CMPS,PCI,PCI,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3PCI;L4PCI;
Total WRB Products,Wealth Solutions,CMPS,Structured Deposits,Structured Deposits,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3Structured Deposits;L4Structured Deposits;
Total WRB Products,Wealth Solutions,CMPS,Structured Notes,Structured Notes,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3Structured Notes;L4Structured Notes;
Total WRB Products,Wealth Solutions,CMPS,Total FX,Total FX,WRB,;L0Total WRB Products;L1Wealth Solutions;L2CMPS;L3Total FX;L4Total FX;
Total WRB Products,Wealth Solutions,Managed Investments,In House Funds,In House Funds,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Managed Investments;L3In House Funds;L4In House Funds;
Total WRB Products,Wealth Solutions,Managed Investments,Other MI,Other MI,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Managed Investments;L3Other MI;L4Other MI;
Total WRB Products,Wealth Solutions,Managed Investments,Third Party Funds,Third Party Funds,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Managed Investments;L3Third Party Funds;L4Third Party Funds;
Total WRB Products,Wealth Solutions,Managed Investments,Trust & Fiduciary,Trust & Fiduciary,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Managed Investments;L3Trust & Fiduciary;L4Trust & Fiduciary;
Total WRB Products,Wealth Solutions,Wealth Lending,Wealth Lending,Wealth Lending,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Wealth Lending;L3Wealth Lending;L4Wealth Lending;
Total WRB Products,Wealth Solutions,Wealth Others,Wealth Others,Wealth Others,WRB,;L0Total WRB Products;L1Wealth Solutions;L2Wealth Others;L3Wealth Others;L4Wealth Others;
Transaction Services,Payments & Liquidity,Cash,CMP CASA,CMP CASA I/B,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3CMP CASA;L4CMP CASA I/B;
Transaction Services,Payments & Liquidity,Cash,CMP CASA,CMP CASA Non I/B,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3CMP CASA;L4CMP CASA Non I/B;
Transaction Services,Payments & Liquidity,Cash,CMP CASA,CMP CASA Other,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3CMP CASA;L4CMP CASA Other;
Transaction Services,Payments & Liquidity,Cash,CMP Enhanced CASA,CMP Enhanced CASA I/B,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3CMP Enhanced CASA;L4CMP Enhanced CASA I/B;
Transaction Services,Payments & Liquidity,Cash,CMP Saadiq CASA,CMP Saadiq CASA Non P/S,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3CMP Saadiq CASA;L4CMP Saadiq CASA Non P/S;
Transaction Services,Payments & Liquidity,Cash,CMP Saadiq CASA,CMP Saadiq CASA P/S,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3CMP Saadiq CASA;L4CMP Saadiq CASA P/S;
Transaction Services,Payments & Liquidity,Cash,Cash Mgmt & Payments - Input_,Cash Mgmt & Payments - Input_,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Cash Mgmt & Payments - Input_;L4Cash Mgmt & Payments - Input_;
Transaction Services,Payments & Liquidity,Cash,Clearing,Clearing_,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Clearing;L4Clearing_;
Transaction Services,Payments & Liquidity,Cash,Collections,Collections_,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Collections;L4Collections_;
Transaction Services,Payments & Liquidity,Cash,Collections,Straight2bank Pay,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Collections;L4Straight2bank Pay;
Transaction Services,Payments & Liquidity,Cash,Controlled Deposits,Controlled Deposits I/B,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Controlled Deposits;L4Controlled Deposits I/B;
Transaction Services,Payments & Liquidity,Cash,Corporate Time Deposits,Corporate Time Deposits,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Corporate Time Deposits;L4Corporate Time Deposits;
Transaction Services,Payments & Liquidity,Cash,Escrow & Account Bank,Escrow & Account Bank,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Escrow & Account Bank;L4Escrow & Account Bank;
Transaction Services,Payments & Liquidity,Cash,Liquidity Mgt,Cash Concentration,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Liquidity Mgt;L4Cash Concentration;
Transaction Services,Payments & Liquidity,Cash,Liquidity Mgt,Investment Sweeps,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Liquidity Mgt;L4Investment Sweeps;
Transaction Services,Payments & Liquidity,Cash,Liquidity Mgt,Liquidity Mgt Other,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Liquidity Mgt;L4Liquidity Mgt Other;
Transaction Services,Payments & Liquidity,Cash,Liquidity Mgt,Notional Pooling,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Liquidity Mgt;L4Notional Pooling;
Transaction Services,Payments & Liquidity,Cash,Other AMS (TB),Other AMS (TB),FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Other AMS (TB);L4Other AMS (TB);
Transaction Services,Payments & Liquidity,Cash,Payments,Payments_,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3Payments;L4Payments_;
Transaction Services,Payments & Liquidity,Cash,TB Cash - Sustainable Finance,Sustainable CASA,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3TB Cash - Sustainable Finance;L4Sustainable CASA;
Transaction Services,Payments & Liquidity,Cash,TBFX - Cash,TBFX - Cash,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Cash;L3TBFX - Cash;L4TBFX - Cash;
Transaction Services,Payments & Liquidity,Money Markets,Money Market Input,Money Market Input,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Money Markets;L3Money Market Input;L4Money Market Input;
Transaction Services,Payments & Liquidity,Money Markets,Money Market Repos & Collateral,Money Market Repos & Collateral,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Money Markets;L3Money Market Repos & Collateral;L4Money Market Repos & Collateral;
Transaction Services,Payments & Liquidity,Money Markets,Money Market Sales,Money Market Sales,FPNA,;L0Transaction Services;L1Payments & Liquidity;L2Money Markets;L3Money Market Sales;L4Money Market Sales;
Transaction Services,Securities & Prime Services,FSS Others,FSS - Exceptional Items,PYOE Prime Services,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2FSS Others;L3FSS - Exceptional Items;L4PYOE Prime Services;
Transaction Services,Securities & Prime Services,FSS Others,FSS - FM P&L Funding,Prime Services - FM P&L Funding,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2FSS Others;L3FSS - FM P&L Funding;L4Prime Services - FM P&L Funding;
Transaction Services,Securities & Prime Services,FSS Others,Research,Research,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2FSS Others;L3Research;L4Research;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services - Inp,Prime Services - Inp,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services - Inp;L4Prime Services - Inp;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Cash Products,Collateral Optimisation Clearing,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Cash Products;L4Collateral Optimisation Clearing;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Cash Products,India Interest,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Cash Products;L4India Interest;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Cash Products,TB Cash Account Interest,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Cash Products;L4TB Cash Account Interest;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Clearing,Prime Services Clearing OTC FX,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Clearing;L4Prime Services Clearing OTC FX;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Clearing,Prime Services Clearing OTC Rates,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Clearing;L4Prime Services Clearing OTC Rates;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services FIPB,Prime Services FIPB,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services FIPB;L4Prime Services FIPB;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Intermediation,Prime Services Intermediation FX,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Intermediation;L4Prime Services Intermediation FX;
Transaction Services,Securities & Prime Services,Prime Services,Prime Services Intermediation,Prime Services Intermediation Rates,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Prime Services;L3Prime Services Intermediation;L4Prime Services Intermediation Rates;
Transaction Services,Securities & Prime Services,Securities Services,SS Corporate Agency & Trust,SS Corp Agency & Trust,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Corporate Agency & Trust;L4SS Corp Agency & Trust;
Transaction Services,Securities & Prime Services,Securities Services,SS Corporate Agency & Trust,SS Corp Agency & Trust Input,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Corporate Agency & Trust;L4SS Corp Agency & Trust Input;
Transaction Services,Securities & Prime Services,Securities Services,SS Corporate Agency & Trust,SS Input,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Corporate Agency & Trust;L4SS Input;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Agency Securities Lending,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Agency Securities Lending;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Broker Clearing,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Broker Clearing;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Derivative Clearing,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Derivative Clearing;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Direct & Multi-direct Custody,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Direct & Multi-direct Custody;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Domestic Custody,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Domestic Custody;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,Regional & Intl Custody,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4Regional & Intl Custody;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,SS Cash,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4SS Cash;
Transaction Services,Securities & Prime Services,Securities Services,SS Custody & Clearing,SS Escrow,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Custody & Clearing;L4SS Escrow;
Transaction Services,Securities & Prime Services,Securities Services,SS Fiduciary & Fund Services,Fiduciary Services,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Fiduciary & Fund Services;L4Fiduciary Services;
Transaction Services,Securities & Prime Services,Securities Services,SS Fiduciary & Fund Services,Fund Accounting & Admin,FPNA,;L0Transaction Services;L1Securities & Prime Services;L2Securities Services;L3SS Fiduciary & Fund Services;L4Fund Accounting & Admin;
Transaction Services,Trade & Working Capital,Acceptance,Documentary Trade,Acceptance,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Acceptance;L3Documentary Trade;L4Acceptance;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Acceptance Under Export LC,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Acceptance Under Export LC;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Bill Discounting against Buyer Risk,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Bill Discounting against Buyer Risk;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Bonds & Guarantees,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Bonds & Guarantees;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Commercial SBLC,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Commercial SBLC;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Confirmation,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Confirmation;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Discounting of Accepted Drafts,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Discounting of Accepted Drafts;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Export Bill Discounting,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Export Bill Discounting;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Export Bills Collection,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Export Bills Collection;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Export CBN,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Export CBN;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Financial Guarantees,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Financial Guarantees;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Flow Trade - Inp,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Flow Trade - Inp;
Transaction Services,Trade & Working Capital,Trade Exc Acceptance,Documentary Trade,Import Bills Collection,FPNA,;L0Transaction Services;L1Trade & Working Capital;L2Trade Exc Acceptance;L3Documentary Trade;L4Import Bills Collection;
